
,,,Measures,"Number of collisions","Number of injured","Number of fatalities"
"January","2015","Snow (fresh, loose snow)","Clear and sunny",373,483,2
"January","2015","Snow (fresh, loose snow)","Overcast, cloudy but no precipitation",167,216,4
"January","2015","Snow (fresh, loose snow)","Raining",8,8,0
"January","2015","Snow (fresh, loose snow)","Snowing, not including drifting snow",778,1054,7
"January","2015","Snow (fresh, loose snow)","Freezing rain, sleet, hail",8,9,0
"January","2015","Snow (fresh, loose snow)","Visibility limitation",123,173,5
"January","2015","Snow (fresh, loose snow)","Strong wind",8,10,0
"January","2015","Snow (fresh, loose snow)","Other",2,2,0
"January","2015","Snow (fresh, loose snow)","Unknown",12,16,0
"January","2015","Slush, wet snow","Clear and sunny",176,245,0
"January","2015","Slush, wet snow","Overcast, cloudy but no precipitation",85,116,0
"January","2015","Slush, wet snow","Raining",24,31,0
"January","2015","Slush, wet snow","Snowing, not including drifting snow",161,206,0
"January","2015","Slush, wet snow","Freezing rain, sleet, hail",31,41,0
"January","2015","Slush, wet snow","Visibility limitation",10,15,0
"January","2015","Slush, wet snow","Strong wind",4,5,0
"January","2015","Slush, wet snow","Other",1,3,0
"January","2015","Slush, wet snow","Unknown",4,4,0
"January","2015","Icy","Clear and sunny",1360,1725,12
"January","2015","Icy","Overcast, cloudy but no precipitation",405,519,4
"January","2015","Icy","Raining",61,84,0
"January","2015","Icy","Snowing, not including drifting snow",444,601,9
"January","2015","Icy","Freezing rain, sleet, hail",107,146,3
"January","2015","Icy","Visibility limitation",162,222,6
"January","2015","Icy","Strong wind",56,72,1
"January","2015","Icy","Other",6,6,0
"January","2015","Icy","Unknown",63,77,0
"January","2015","Sand/gravel/dirt","Clear and sunny",12,15,0
"January","2015","Sand/gravel/dirt","Overcast, cloudy but no precipitation",3,5,0
"January","2015","Sand/gravel/dirt","Raining",0,0,0
"January","2015","Sand/gravel/dirt","Snowing, not including drifting snow",0,0,0
"January","2015","Sand/gravel/dirt","Freezing rain, sleet, hail",0,0,0
"January","2015","Sand/gravel/dirt","Visibility limitation",1,1,0
"January","2015","Sand/gravel/dirt","Strong wind",1,1,0
"January","2015","Sand/gravel/dirt","Other",0,0,0
"January","2015","Sand/gravel/dirt","Unknown",0,0,0
"January","2015","Muddy","Clear and sunny",1,5,0
"January","2015","Muddy","Overcast, cloudy but no precipitation",1,1,0
"January","2015","Muddy","Raining",0,0,0
"January","2015","Muddy","Snowing, not including drifting snow",0,0,0
"January","2015","Muddy","Freezing rain, sleet, hail",0,0,0
"January","2015","Muddy","Visibility limitation",0,0,0
"January","2015","Muddy","Strong wind",0,0,0
"January","2015","Muddy","Other",0,0,0
"January","2015","Muddy","Unknown",0,0,0
"January","2015","Oil","Clear and sunny",0,0,0
"January","2015","Oil","Overcast, cloudy but no precipitation",0,0,0
"January","2015","Oil","Raining",0,0,0
"January","2015","Oil","Snowing, not including drifting snow",0,0,0
"January","2015","Oil","Freezing rain, sleet, hail",0,0,0
"January","2015","Oil","Visibility limitation",0,0,0
"January","2015","Oil","Strong wind",0,0,0
"January","2015","Oil","Other",0,0,0
"January","2015","Oil","Unknown",0,0,0
"January","2015","Flooded","Clear and sunny",0,0,0
"January","2015","Flooded","Overcast, cloudy but no precipitation",0,0,0
"January","2015","Flooded","Raining",2,4,0
"January","2015","Flooded","Snowing, not including drifting snow",0,0,0
"January","2015","Flooded","Freezing rain, sleet, hail",0,0,0
"January","2015","Flooded","Visibility limitation",0,0,0
"January","2015","Flooded","Strong wind",0,0,0
"January","2015","Flooded","Other",0,0,0
"January","2015","Flooded","Unknown",0,0,0
"January","2015","Other","Clear and sunny",577,803,7
"January","2015","Other","Overcast, cloudy but no precipitation",4,5,0
"January","2015","Other","Raining",20,27,0
"January","2015","Other","Snowing, not including drifting snow",224,305,5
"January","2015","Other","Freezing rain, sleet, hail",8,12,0
"January","2015","Other","Visibility limitation",11,18,0
"January","2015","Other","Strong wind",6,7,1
"January","2015","Other","Other",9,13,0
"January","2015","Other","Unknown",18,20,0
"January","2015","Unknown","Clear and sunny",27,35,0
"January","2015","Unknown","Overcast, cloudy but no precipitation",4,4,0
"January","2015","Unknown","Raining",0,0,0
"January","2015","Unknown","Snowing, not including drifting snow",1,2,0
"January","2015","Unknown","Freezing rain, sleet, hail",0,0,0
"January","2015","Unknown","Visibility limitation",1,1,0
"January","2015","Unknown","Strong wind",0,0,0
"January","2015","Unknown","Other",0,0,0
"January","2015","Unknown","Unknown",73,87,1
"January","2016","Dry, normal","Clear and sunny",2878,3870,41
"January","2016","Dry, normal","Overcast, cloudy but no precipitation",320,428,2
"January","2016","Dry, normal","Raining",7,13,0
"January","2016","Dry, normal","Snowing, not including drifting snow",16,23,0
"January","2016","Dry, normal","Freezing rain, sleet, hail",1,1,0
"January","2016","Dry, normal","Visibility limitation",19,27,0
"January","2016","Dry, normal","Strong wind",10,11,1
"January","2016","Dry, normal","Other",4,4,0
"January","2016","Dry, normal","Unknown",14,15,1
"January","2016","Wet","Clear and sunny",1060,1481,12
"January","2016","Wet","Overcast, cloudy but no precipitation",475,658,7
"January","2016","Wet","Raining",606,835,10
"January","2016","Wet","Snowing, not including drifting snow",168,223,1
"January","2016","Wet","Freezing rain, sleet, hail",10,14,0
"January","2016","Wet","Visibility limitation",46,60,1
"January","2016","Wet","Strong wind",7,12,0
"January","2016","Wet","Other",3,5,0
"January","2016","Wet","Unknown",8,11,0
"January","2016","Snow (fresh, loose snow)","Clear and sunny",319,403,1
"January","2016","Snow (fresh, loose snow)","Overcast, cloudy but no precipitation",158,203,2
"January","2016","Snow (fresh, loose snow)","Raining",5,9,0
"January","2016","Snow (fresh, loose snow)","Snowing, not including drifting snow",608,793,7
"January","2016","Snow (fresh, loose snow)","Freezing rain, sleet, hail",4,6,0
"January","2016","Snow (fresh, loose snow)","Visibility limitation",75,94,4
"January","2016","Snow (fresh, loose snow)","Strong wind",11,13,0
"January","2016","Snow (fresh, loose snow)","Other",1,1,0
"January","2016","Snow (fresh, loose snow)","Unknown",11,11,0
"January","2016","Slush, wet snow","Clear and sunny",129,178,1
"January","2016","Slush, wet snow","Overcast, cloudy but no precipitation",80,105,0
"January","2016","Slush, wet snow","Raining",29,35,2
"January","2016","Slush, wet snow","Snowing, not including drifting snow",150,195,3
"January","2016","Slush, wet snow","Freezing rain, sleet, hail",9,11,0
"January","2016","Slush, wet snow","Visibility limitation",15,18,0
"January","2016","Slush, wet snow","Strong wind",5,7,0
"January","2016","Slush, wet snow","Other",1,2,0
"January","2016","Slush, wet snow","Unknown",2,7,0
"January","2016","Icy","Clear and sunny",949,1223,12
"January","2016","Icy","Overcast, cloudy but no precipitation",324,402,3
"January","2016","Icy","Raining",31,41,0
"January","2016","Icy","Snowing, not including drifting snow",339,459,4
"January","2016","Icy","Freezing rain, sleet, hail",55,67,0
"January","2016","Icy","Visibility limitation",114,149,3
"January","2016","Icy","Strong wind",31,43,1
"January","2016","Icy","Other",1,2,0
"January","2016","Icy","Unknown",41,49,0
"January","2016","Sand/gravel/dirt","Clear and sunny",6,5,1
"January","2016","Sand/gravel/dirt","Overcast, cloudy but no precipitation",3,3,0
"January","2016","Sand/gravel/dirt","Raining",0,0,0
"January","2016","Sand/gravel/dirt","Snowing, not including drifting snow",0,0,0
"January","2016","Sand/gravel/dirt","Freezing rain, sleet, hail",0,0,0
"January","2016","Sand/gravel/dirt","Visibility limitation",0,0,0
"January","2016","Sand/gravel/dirt","Strong wind",0,0,0
"January","2016","Sand/gravel/dirt","Other",0,0,0
"January","2016","Sand/gravel/dirt","Unknown",2,2,0
"January","2016","Muddy","Clear and sunny",2,2,0
"January","2016","Muddy","Overcast, cloudy but no precipitation",1,3,0
"January","2016","Muddy","Raining",0,0,0
"January","2016","Muddy","Snowing, not including drifting snow",1,1,0
"January","2016","Muddy","Freezing rain, sleet, hail",0,0,0
"January","2016","Muddy","Visibility limitation",1,1,0
"January","2016","Muddy","Strong wind",0,0,0
"January","2016","Muddy","Other",0,0,0
"January","2016","Muddy","Unknown",0,0,0
"January","2016","Oil","Clear and sunny",0,0,0
"January","2016","Oil","Overcast, cloudy but no precipitation",0,0,0
"January","2016","Oil","Raining",0,0,0
"January","2016","Oil","Snowing, not including drifting snow",0,0,0
"January","2016","Oil","Freezing rain, sleet, hail",0,0,0
"January","2016","Oil","Visibility limitation",0,0,0
"January","2016","Oil","Strong wind",0,0,0
"January","2016","Oil","Other",0,0,0
"January","2016","Oil","Unknown",0,0,0
"January","2016","Flooded","Clear and sunny",1,1,0
"January","2016","Flooded","Overcast, cloudy but no precipitation",0,0,0
"January","2016","Flooded","Raining",2,4,0
"January","2016","Flooded","Snowing, not including drifting snow",0,0,0
"January","2016","Flooded","Freezing rain, sleet, hail",0,0,0
"January","2016","Flooded","Visibility limitation",0,0,0
"January","2016","Flooded","Strong wind",0,0,0
"January","2016","Flooded","Other",0,0,0
"January","2016","Flooded","Unknown",0,0,0
"January","2016","Other","Clear and sunny",403,507,7
"January","2016","Other","Overcast, cloudy but no precipitation",3,4,0
"January","2016","Other","Raining",5,5,0
"January","2016","Other","Snowing, not including drifting snow",179,223,2
"January","2016","Other","Freezing rain, sleet, hail",1,1,1
"January","2016","Other","Visibility limitation",20,27,0
"January","2016","Other","Strong wind",2,2,0
"January","2016","Other","Other",9,13,0
"January","2016","Other","Unknown",10,13,0
"January","2016","Unknown","Clear and sunny",26,38,0
"January","2016","Unknown","Overcast, cloudy but no precipitation",6,12,0
"January","2016","Unknown","Raining",1,2,0
"January","2016","Unknown","Snowing, not including drifting snow",4,5,0
"January","2016","Unknown","Freezing rain, sleet, hail",0,0,0
"January","2016","Unknown","Visibility limitation",1,1,1
"January","2016","Unknown","Strong wind",0,0,0
"January","2016","Unknown","Other",0,0,0
"January","2016","Unknown","Unknown",60,74,0
"January","2017","Dry, normal","Clear and sunny",2462,3345,41
"January","2017","Dry, normal","Overcast, cloudy but no precipitation",284,359,6
"January","2017","Dry, normal","Raining",2,2,0
"January","2017","Dry, normal","Snowing, not including drifting snow",11,12,0
"January","2017","Dry, normal","Freezing rain, sleet, hail",0,0,0
"January","2017","Dry, normal","Visibility limitation",21,30,0
"January","2017","Dry, normal","Strong wind",8,12,0
"January","2017","Dry, normal","Other",1,2,0
"January","2017","Dry, normal","Unknown",7,11,0
"January","2017","Wet","Clear and sunny",771,1024,12
"January","2017","Wet","Overcast, cloudy but no precipitation",328,437,8
"January","2017","Wet","Raining",490,627,10
"January","2017","Wet","Snowing, not including drifting snow",137,195,0
"January","2017","Wet","Freezing rain, sleet, hail",18,18,0
"January","2017","Wet","Visibility limitation",97,129,6
"January","2017","Wet","Strong wind",4,4,0
"January","2017","Wet","Other",4,5,0
"January","2017","Wet","Unknown",7,9,0
"January","2017","Snow (fresh, loose snow)","Clear and sunny",329,408,0
"January","2017","Snow (fresh, loose snow)","Overcast, cloudy but no precipitation",120,153,1
"January","2017","Snow (fresh, loose snow)","Raining",7,9,0
"January","2017","Snow (fresh, loose snow)","Snowing, not including drifting snow",439,581,5
"January","2017","Snow (fresh, loose snow)","Freezing rain, sleet, hail",4,5,0
"January","2017","Snow (fresh, loose snow)","Visibility limitation",89,106,1
"January","2017","Snow (fresh, loose snow)","Strong wind",17,21,0
"January","2017","Snow (fresh, loose snow)","Other",2,6,0
"January","2017","Snow (fresh, loose snow)","Unknown",12,12,0
"January","2017","Slush, wet snow","Clear and sunny",97,121,2
"January","2017","Slush, wet snow","Overcast, cloudy but no precipitation",62,81,0
"January","2017","Slush, wet snow","Raining",46,60,0
"January","2017","Slush, wet snow","Snowing, not including drifting snow",96,120,2
"January","2017","Slush, wet snow","Freezing rain, sleet, hail",27,33,0
"January","2017","Slush, wet snow","Visibility limitation",10,18,0
"January","2017","Slush, wet snow","Strong wind",2,2,0
"January","2017","Slush, wet snow","Other",0,0,0
"January","2017","Slush, wet snow","Unknown",1,1,0
"January","2017","Icy","Clear and sunny",1043,1333,2
"January","2017","Icy","Overcast, cloudy but no precipitation",304,397,3
"January","2017","Icy","Raining",68,83,2
"January","2017","Icy","Snowing, not including drifting snow",300,409,6
"January","2017","Icy","Freezing rain, sleet, hail",207,243,0
"January","2017","Icy","Visibility limitation",97,132,3
"January","2017","Icy","Strong wind",39,54,0
"January","2017","Icy","Other",4,5,0
"January","2017","Icy","Unknown",54,59,0
"January","2017","Sand/gravel/dirt","Clear and sunny",4,5,0
"January","2017","Sand/gravel/dirt","Overcast, cloudy but no precipitation",3,3,0
"January","2017","Sand/gravel/dirt","Raining",1,1,0
"January","2017","Sand/gravel/dirt","Snowing, not including drifting snow",0,0,0
"January","2017","Sand/gravel/dirt","Freezing rain, sleet, hail",0,0,0
"January","2017","Sand/gravel/dirt","Visibility limitation",1,1,0
"January","2017","Sand/gravel/dirt","Strong wind",1,1,0
"January","2017","Sand/gravel/dirt","Other",0,0,0
"January","2017","Sand/gravel/dirt","Unknown",0,0,0
"January","2017","Muddy","Clear and sunny",0,0,0
"January","2017","Muddy","Overcast, cloudy but no precipitation",0,0,0
"January","2017","Muddy","Raining",0,0,0
"January","2017","Muddy","Snowing, not including drifting snow",0,0,0
"January","2017","Muddy","Freezing rain, sleet, hail",0,0,0
"January","2017","Muddy","Visibility limitation",0,0,0
"January","2017","Muddy","Strong wind",0,0,0
"January","2017","Muddy","Other",0,0,0
"January","2017","Muddy","Unknown",0,0,0
"January","2017","Oil","Clear and sunny",0,0,0
"January","2017","Oil","Overcast, cloudy but no precipitation",0,0,0
"January","2017","Oil","Raining",0,0,0
"January","2017","Oil","Snowing, not including drifting snow",0,0,0
"January","2017","Oil","Freezing rain, sleet, hail",0,0,0
"January","2017","Oil","Visibility limitation",0,0,0
"January","2017","Oil","Strong wind",0,0,0
"January","2017","Oil","Other",0,0,0
