Month,Year,RoadSurface,Weather,NoofCollisions,NoofInjured,NoofFatalities,Season
January,2016,Icy,Clear and sunny,41,49,0,Winter
January,2016,Sand/gravel/dirt,Clear and sunny,6,5,1,Winter
January,2016,Sand/gravel/dirt,"Overcast, cloudy but no precipitation",3,3,0,Winter
January,2016,Sand/gravel/dirt,Clear and sunny,2,2,0,Winter
January,2016,Muddy,Clear and sunny,2,2,0,Winter
January,2016,Muddy,"Overcast, cloudy but no precipitation",1,3,0,Winter
January,2016,Muddy,"Snowing, not including drifting snow",1,1,0,Winter
January,2016,Muddy,Visibility limitation,1,1,0,Winter
January,2016,Flooded,Clear and sunny,1,1,0,Winter
January,2016,Flooded,Raining,2,4,0,Winter
January,2016,Other,Clear and sunny,403,507,7,Winter
January,2016,Other,"Overcast, cloudy but no precipitation",3,4,0,Winter
January,2016,Other,Raining,5,5,0,Winter
January,2016,Other,"Snowing, not including drifting snow",179,223,2,Winter
January,2016,Other,"Freezing rain, sleet, hail",1,1,1,Winter
January,2016,Other,Visibility limitation,20,27,0,Winter
January,2016,Other,Strong wind,2,2,0,Winter
January,2016,Other,Other,9,13,0,Winter
January,2016,Other,Clear and sunny,10,13,0,Winter
January,2016,Wet,Clear and sunny,26,38,0,Winter
January,2016,Wet,"Overcast, cloudy but no precipitation",6,12,0,Winter
January,2016,Wet,Raining,1,2,0,Winter
January,2016,Wet,"Snowing, not including drifting snow",4,5,0,Winter
January,2016,Wet,Visibility limitation,1,1,1,Winter
January,2016,Wet,Clear and sunny,60,74,0,Winter
January,2017,"Dry, normal",Clear and sunny,2462,3345,41,Winter
January,2017,"Dry, normal","Overcast, cloudy but no precipitation",284,359,6,Winter
January,2017,"Dry, normal",Raining,2,2,0,Winter
January,2017,"Dry, normal","Snowing, not including drifting snow",11,12,0,Winter
January,2017,"Dry, normal",Visibility limitation,21,30,0,Winter
January,2017,"Dry, normal",Strong wind,8,12,0,Winter
January,2017,"Dry, normal",Other,1,2,0,Winter
January,2017,"Dry, normal",Clear and sunny,7,11,0,Winter
January,2017,Wet,Clear and sunny,771,1024,12,Winter
January,2017,Wet,"Overcast, cloudy but no precipitation",328,437,8,Winter
January,2017,Wet,Raining,490,627,10,Winter
January,2017,Wet,"Snowing, not including drifting snow",137,195,0,Winter
January,2017,Wet,"Freezing rain, sleet, hail",18,18,0,Winter
January,2017,Wet,Visibility limitation,97,129,6,Winter
January,2017,Wet,Strong wind,4,4,0,Winter
January,2017,Wet,Other,4,5,0,Winter
January,2017,Wet,Clear and sunny,7,9,0,Winter
January,2017,"Snow (fresh, loose snow)",Clear and sunny,329,408,0,Winter
January,2017,"Snow (fresh, loose snow)","Overcast, cloudy but no precipitation",120,153,1,Winter
January,2017,"Snow (fresh, loose snow)",Raining,7,9,0,Winter
January,2017,"Snow (fresh, loose snow)","Snowing, not including drifting snow",439,581,5,Winter
January,2017,"Snow (fresh, loose snow)","Freezing rain, sleet, hail",4,5,0,Winter
January,2017,"Snow (fresh, loose snow)",Visibility limitation,89,106,1,Winter
January,2017,"Snow (fresh, loose snow)",Strong wind,17,21,0,Winter
January,2017,"Snow (fresh, loose snow)",Other,2,6,0,Winter
January,2017,"Snow (fresh, loose snow)",Clear and sunny,12,12,0,Winter
January,2017,"Slush, wet snow",Clear and sunny,97,121,2,Winter
January,2017,"Slush, wet snow","Overcast, cloudy but no precipitation",62,81,0,Winter
January,2017,"Slush, wet snow",Raining,46,60,0,Winter
January,2017,"Slush, wet snow","Snowing, not including drifting snow",96,120,2,Winter
January,2017,"Slush, wet snow","Freezing rain, sleet, hail",27,33,0,Winter
January,2017,"Slush, wet snow",Visibility limitation,10,18,0,Winter
January,2017,"Slush, wet snow",Strong wind,2,2,0,Winter
January,2017,"Slush, wet snow",Clear and sunny,1,1,0,Winter
January,2017,Icy,Clear and sunny,1043,1333,2,Winter
January,2017,Icy,"Overcast, cloudy but no precipitation",304,397,3,Winter
January,2017,Icy,Raining,68,83,2,Winter
January,2017,Icy,"Snowing, not including drifting snow",300,409,6,Winter
January,2017,Icy,"Freezing rain, sleet, hail",207,243,0,Winter
January,2017,Icy,Visibility limitation,97,132,3,Winter
January,2017,Icy,Strong wind,39,54,0,Winter
January,2017,Icy,Other,4,5,0,Winter
January,2017,Icy,Clear and sunny,54,59,0,Winter
January,2017,Sand/gravel/dirt,Clear and sunny,4,5,0,Winter
January,2017,Sand/gravel/dirt,"Overcast, cloudy but no precipitation",3,3,0,Winter
January,2017,Sand/gravel/dirt,Raining,1,1,0,Winter
January,2017,Sand/gravel/dirt,Visibility limitation,1,1,0,Winter
January,2017,Sand/gravel/dirt,Strong wind,1,1,0,Winter
January,2017,Flooded,Raining,2,4,0,Winter
January,2017,Other,Clear and sunny,510,642,4,Winter
January,2017,Other,"Overcast, cloudy but no precipitation",4,6,0,Winter
January,2017,Other,Raining,7,12,0,Winter
January,2017,Other,"Snowing, not including drifting snow",185,234,3,Winter
January,2017,Other,"Freezing rain, sleet, hail",3,3,0,Winter
January,2017,Other,Visibility limitation,17,24,3,Winter
January,2017,Other,Strong wind,13,15,0,Winter
January,2017,Other,Other,7,8,0,Winter
January,2017,Other,Clear and sunny,17,21,0,Winter
January,2017,Wet,Clear and sunny,26,35,0,Winter
January,2017,Wet,"Overcast, cloudy but no precipitation",4,5,0,Winter
January,2017,Wet,Raining,2,3,0,Winter
January,2017,Wet,"Snowing, not including drifting snow",4,5,0,Winter
January,2017,Wet,Visibility limitation,1,2,0,Winter
January,2017,Wet,Clear and sunny,65,93,0,Winter
January,2018,"Dry, normal",Clear and sunny,2239,3031,34,Winter
January,2018,"Dry, normal","Overcast, cloudy but no precipitation",224,296,3,Winter
January,2018,"Dry, normal",Raining,8,14,0,Winter
January,2018,"Dry, normal","Snowing, not including drifting snow",9,10,0,Winter
January,2018,"Dry, normal","Freezing rain, sleet, hail",1,1,0,Winter
January,2018,"Dry, normal",Visibility limitation,15,17,0,Winter
January,2018,"Dry, normal",Strong wind,12,12,1,Winter
January,2018,"Dry, normal",Other,1,1,0,Winter
January,2018,"Dry, normal",Clear and sunny,15,17,0,Winter
January,2018,Wet,Clear and sunny,991,1367,25,Winter
January,2018,Wet,"Overcast, cloudy but no precipitation",368,531,4,Winter
January,2018,Wet,Raining,654,869,6,Winter
January,2018,Wet,"Snowing, not including drifting snow",95,122,2,Winter
January,2018,Wet,"Freezing rain, sleet, hail",17,24,0,Winter
January,2018,Wet,Visibility limitation,52,80,0,Winter
January,2018,Wet,Strong wind,9,12,0,Winter
January,2018,Wet,Other,6,7,1,Winter
January,2018,Wet,Clear and sunny,6,9,0,Winter
January,2018,"Snow (fresh, loose snow)",Clear and sunny,390,480,5,Winter
January,2018,"Snow (fresh, loose snow)","Overcast, cloudy but no precipitation",169,220,2,Winter
January,2018,"Snow (fresh, loose snow)",Raining,7,9,0,Winter
January,2018,"Snow (fresh, loose snow)","Snowing, not including drifting snow",684,871,9,Winter
January,2018,"Snow (fresh, loose snow)","Freezing rain, sleet, hail",5,7,0,Winter
January,2018,"Snow (fresh, loose snow)",Visibility limitation,163,222,5,Winter
January,2018,"Snow (fresh, loose snow)",Strong wind,11,15,0,Winter
January,2018,"Snow (fresh, loose snow)",Clear and sunny,17,24,1,Winter
January,2018,"Slush, wet snow",Clear and sunny,159,212,0,Winter
January,2018,"Slush, wet snow","Overcast, cloudy but no precipitation",83,106,0,Winter
January,2018,"Slush, wet snow",Raining,21,28,0,Winter
January,2018,"Slush, wet snow","Snowing, not including drifting snow",146,189,1,Winter
January,2018,"Slush, wet snow","Freezing rain, sleet, hail",21,30,0,Winter
January,2018,"Slush, wet snow",Visibility limitation,8,8,1,Winter
January,2018,"Slush, wet snow",Strong wind,3,3,0,Winter
January,2018,"Slush, wet snow",Clear and sunny,5,6,0,Winter
January,2018,Icy,Clear and sunny,1137,1503,12,Winter
January,2018,Icy,"Overcast, cloudy but no precipitation",348,446,4,Winter
January,2018,Icy,Raining,58,73,1,Winter
January,2018,Icy,"Snowing, not including drifting snow",391,524,10,Winter
January,2018,Icy,"Freezing rain, sleet, hail",132,172,0,Winter
January,2018,Icy,Visibility limitation,160,226,4,Winter
January,2018,Icy,Strong wind,57,72,0,Winter
January,2018,Icy,Other,5,6,0,Winter
January,2018,Icy,Clear and sunny,54,67,0,Winter
January,2018,Sand/gravel/dirt,Clear and sunny,7,15,0,Winter
January,2018,Sand/gravel/dirt,"Overcast, cloudy but no precipitation",1,1,0,Winter
January,2018,Sand/gravel/dirt,"Freezing rain, sleet, hail",1,1,0,Winter
January,2018,Sand/gravel/dirt,Visibility limitation,1,1,0,Winter
January,2018,Sand/gravel/dirt,Clear and sunny,1,1,0,Winter
January,2018,Oil,Clear and sunny,1,1,0,Winter
January,2018,Flooded,Clear and sunny,1,1,0,Winter
January,2018,Other,Clear and sunny,578,745,6,Winter
January,2018,Other,"Overcast, cloudy but no precipitation",3,3,0,Winter
January,2018,Other,Raining,9,10,1,Winter
January,2018,Other,"Snowing, not including drifting snow",235,294,1,Winter
January,2018,Other,"Freezing rain, sleet, hail",7,9,0,Winter
January,2018,Other,Visibility limitation,19,41,0,Winter
January,2018,Other,Strong wind,6,6,0,Winter
January,2018,Other,Other,8,15,0,Winter
January,2018,Other,Clear and sunny,18,24,0,Winter
January,2018,Wet,Clear and sunny,31,35,0,Winter
January,2018,Wet,"Overcast, cloudy but no precipitation",9,10,0,Winter
January,2018,Wet,Raining,1,1,0,Winter
January,2018,Wet,"Snowing, not including drifting snow",6,11,0,Winter
January,2018,Wet,Visibility limitation,1,1,0,Winter
January,2018,Wet,Strong wind,1,1,0,Winter
January,2018,Wet,Clear and sunny,70,87,0,Winter
January,2019,"Dry, normal",Clear and sunny,2712,3587,41,Winter
January,2019,"Dry, normal","Overcast, cloudy but no precipitation",272,384,4,Winter
January,2019,"Dry, normal",Raining,7,12,0,Winter
January,2019,"Dry, normal","Snowing, not including drifting snow",10,12,0,Winter
January,2019,"Dry, normal",Visibility limitation,20,36,1,Winter
January,2019,"Dry, normal",Strong wind,10,12,0,Winter
January,2019,"Dry, normal",Other,2,2,0,Winter
January,2019,"Dry, normal",Clear and sunny,26,32,0,Winter
January,2019,Wet,Clear and sunny,732,992,10,Winter
January,2019,Wet,"Overcast, cloudy but no precipitation",256,338,4,Winter
January,2019,Wet,Raining,343,432,5,Winter
January,2019,Wet,"Snowing, not including drifting snow",106,139,1,Winter
January,2019,Wet,"Freezing rain, sleet, hail",7,7,0,Winter
January,2019,Wet,Visibility limitation,43,60,2,Winter
January,2019,Wet,Strong wind,9,13,0,Winter
January,2019,Wet,Other,6,11,0,Winter
January,2019,Wet,Clear and sunny,7,10,0,Winter
January,2019,"Snow (fresh, loose snow)",Clear and sunny,399,480,2,Winter
January,2019,"Snow (fresh, loose snow)","Overcast, cloudy but no precipitation",160,222,2,Winter
January,2019,"Snow (fresh, loose snow)",Raining,8,10,0,Winter
January,2019,"Snow (fresh, loose snow)","Snowing, not including drifting snow",778,1003,6,Winter
January,2019,"Snow (fresh, loose snow)","Freezing rain, sleet, hail",2,2,0,Winter
January,2019,"Snow (fresh, loose snow)",Visibility limitation,217,288,0,Winter
January,2019,"Snow (fresh, loose snow)",Strong wind,28,39,0,Winter
January,2019,"Snow (fresh, loose snow)",Other,1,1,0,Winter
January,2019,"Snow (fresh, loose snow)",Clear and sunny,16,17,1,Winter
January,2019,"Slush, wet snow",Clear and sunny,153,203,0,Winter
January,2019,"Slush, wet snow","Overcast, cloudy but no precipitation",52,65,0,Winter
January,2019,"Slush, wet snow",Raining,39,52,1,Winter
January,2019,"Slush, wet snow","Snowing, not including drifting snow",133,178,2,Winter
January,2019,"Slush, wet snow","Freezing rain, sleet, hail",20,26,0,Winter
January,2019,"Slush, wet snow",Visibility limitation,15,16,0,Winter
January,2019,"Slush, wet snow",Strong wind,6,8,0,Winter
January,2019,"Slush, wet snow",Other,3,3,0,Winter
January,2019,"Slush, wet snow",Clear and sunny,2,2,0,Winter
January,2019,Icy,Clear and sunny,1097,1406,7,Winter
January,2019,Icy,"Overcast, cloudy but no precipitation",291,377,4,Winter
January,2019,Icy,Raining,39,51,2,Winter
January,2019,Icy,"Snowing, not including drifting snow",423,546,6,Winter
January,2019,Icy,"Freezing rain, sleet, hail",89,110,1,Winter
January,2019,Icy,Visibility limitation,175,272,0,Winter
January,2019,Icy,Strong wind,44,60,0,Winter
January,2019,Icy,Other,4,6,0,Winter
January,2019,Icy,Clear and sunny,54,63,0,Winter
January,2019,Sand/gravel/dirt,Clear and sunny,6,7,0,Winter
January,2019,Sand/gravel/dirt,"Overcast, cloudy but no precipitation",1,1,0,Winter
January,2019,Sand/gravel/dirt,"Snowing, not including drifting snow",1,1,0,Winter
January,2019,Sand/gravel/dirt,"Freezing rain, sleet, hail",1,1,0,Winter
January,2019,Muddy,Clear and sunny,4,5,0,Winter
January,2019,Muddy,"Overcast, cloudy but no precipitation",1,1,0,Winter
January,2019,Muddy,Raining,1,5,0,Winter
January,2019,Flooded,Clear and sunny,1,1,0,Winter
January,2019,Other,Clear and sunny,409,510,8,Winter
January,2019,Other,"Overcast, cloudy but no precipitation",2,3,0,Winter
January,2019,Other,Raining,11,13,0,Winter
January,2019,Other,"Snowing, not including drifting snow",215,257,3,Winter
January,2019,Other,"Freezing rain, sleet, hail",5,7,1,Winter
January,2019,Other,Visibility limitation,20,33,0,Winter
January,2019,Other,Strong wind,8,8,0,Winter
January,2019,Other,Other,12,14,0,Winter
January,2019,Other,Clear and sunny,17,21,1,Winter
January,2019,Wet,Clear and sunny,23,24,0,Winter
January,2019,Wet,"Overcast, cloudy but no precipitation",5,5,0,Winter
January,2019,Wet,"Snowing, not including drifting snow",6,8,0,Winter
January,2019,Wet,Visibility limitation,2,7,0,Winter
January,2019,Wet,Strong wind,2,2,0,Winter
January,2019,Wet,Other,1,1,0,Winter
January,2019,Wet,Clear and sunny,61,65,0,Winter
January,2020,"Dry, normal",Clear and sunny,2480,3213,52,Winter
January,2020,"Dry, normal","Overcast, cloudy but no precipitation",275,382,3,Winter
January,2020,"Dry, normal",Raining,6,9,0,Winter
January,2020,"Dry, normal","Snowing, not including drifting snow",7,12,0,Winter
January,2020,"Dry, normal",Visibility limitation,18,29,1,Winter
January,2020,"Dry, normal",Strong wind,4,6,0,Winter
January,2020,"Dry, normal",Other,3,3,1,Winter
January,2020,"Dry, normal",Clear and sunny,13,17,0,Winter
January,2020,Wet,Clear and sunny,810,1111,9,Winter
January,2020,Wet,"Overcast, cloudy but no precipitation",332,440,8,Winter
January,2020,Wet,Raining,513,694,5,Winter
January,2020,Wet,"Snowing, not including drifting snow",107,166,1,Winter
January,2020,Wet,"Freezing rain, sleet, hail",13,17,0,Winter
January,2020,Wet,Visibility limitation,43,58,2,Winter
January,2020,Wet,Strong wind,4,7,0,Winter
January,2020,Wet,Other,7,11,0,Winter
January,2020,Wet,Clear and sunny,8,14,0,Winter
January,2020,"Snow (fresh, loose snow)",Clear and sunny,303,386,0,Winter
January,2020,"Snow (fresh, loose snow)","Overcast, cloudy but no precipitation",173,229,0,Winter
January,2020,"Snow (fresh, loose snow)",Raining,8,11,0,Winter
January,2020,"Snow (fresh, loose snow)","Snowing, not including drifting snow",536,685,7,Winter
January,2020,"Snow (fresh, loose snow)","Freezing rain, sleet, hail",1,1,0,Winter
January,2020,"Snow (fresh, loose snow)",Visibility limitation,25,36,1,Winter
January,2020,"Snow (fresh, loose snow)",Strong wind,9,11,1,Winter
January,2020,"Snow (fresh, loose snow)",Clear and sunny,13,15,1,Winter
January,2020,"Slush, wet snow",Clear and sunny,145,190,0,Winter
January,2020,"Slush, wet snow","Overcast, cloudy but no precipitation",85,107,1,Winter
January,2020,"Slush, wet snow",Raining,14,19,0,Winter
January,2020,"Slush, wet snow","Snowing, not including drifting snow",154,212,3,Winter
January,2020,"Slush, wet snow","Freezing rain, sleet, hail",16,22,0,Winter
January,2020,"Slush, wet snow",Visibility limitation,8,10,2,Winter
January,2020,"Slush, wet snow",Strong wind,3,4,0,Winter
January,2020,"Slush, wet snow",Other,1,1,0,Winter
January,2020,"Slush, wet snow",Clear and sunny,2,4,0,Winter
January,2020,Icy,Clear and sunny,710,914,7,Winter
January,2020,Icy,"Overcast, cloudy but no precipitation",281,359,5,Winter
January,2020,Icy,Raining,27,31,1,Winter
January,2020,Icy,"Snowing, not including drifting snow",274,375,3,Winter
January,2020,Icy,"Freezing rain, sleet, hail",72,91,0,Winter
January,2020,Icy,Visibility limitation,47,56,3,Winter
January,2020,Icy,Strong wind,14,19,0,Winter
January,2020,Icy,Other,1,1,0,Winter
January,2020,Icy,Clear and sunny,64,77,0,Winter
January,2020,Sand/gravel/dirt,Clear and sunny,6,11,0,Winter
January,2020,Sand/gravel/dirt,"Overcast, cloudy but no precipitation",3,4,2,Winter
January,2020,Sand/gravel/dirt,"Snowing, not including drifting snow",1,1,0,Winter
January,2020,Sand/gravel/dirt,Visibility limitation,1,1,0,Winter
January,2020,Muddy,Clear and sunny,1,1,0,Winter
January,2020,Muddy,Raining,2,7,0,Winter
January,2020,Flooded,Clear and sunny,1,1,0,Winter
January,2020,Other,Clear and sunny,534,683,3,Winter
January,2020,Other,"Overcast, cloudy but no precipitation",1,2,0,Winter
January,2020,Other,Raining,6,8,0,Winter
January,2020,Other,"Snowing, not including drifting snow",177,226,0,Winter
January,2020,Other,"Freezing rain, sleet, hail",7,7,0,Winter
January,2020,Other,Visibility limitation,21,28,0,Winter
January,2020,Other,Strong wind,5,5,0,Winter
January,2020,Other,Other,11,13,0,Winter
January,2020,Other,Clear and sunny,12,14,0,Winter
January,2020,Wet,Clear and sunny,20,22,1,Winter
January,2020,Wet,"Overcast, cloudy but no precipitation",8,10,0,Winter
January,2020,Wet,Raining,1,1,0,Winter
January,2020,Wet,"Snowing, not including drifting snow",6,8,0,Winter
January,2020,Wet,Visibility limitation,2,3,0,Winter
January,2020,Wet,Other,1,1,0,Winter
January,2020,Wet,Clear and sunny,63,69,2,Winter
January,2021,"Dry, normal",Clear and sunny,2090,2686,50,Winter
January,2021,"Dry, normal","Overcast, cloudy but no precipitation",276,377,6,Winter
January,2021,"Dry, normal",Raining,6,9,0,Winter
January,2021,"Dry, normal","Snowing, not including drifting snow",5,5,0,Winter
January,2021,"Dry, normal",Visibility limitation,14,21,1,Winter
January,2021,"Dry, normal",Strong wind,11,13,0,Winter
January,2021,"Dry, normal",Other,2,2,0,Winter
January,2021,"Dry, normal",Clear and sunny,12,13,0,Winter
January,2021,Wet,Clear and sunny,463,596,10,Winter
January,2021,Wet,"Overcast, cloudy but no precipitation",249,321,6,Winter
January,2021,Wet,Raining,274,355,5,Winter
January,2021,Wet,"Snowing, not including drifting snow",64,80,0,Winter
January,2021,Wet,"Freezing rain, sleet, hail",8,10,0,Winter
January,2021,Wet,Visibility limitation,32,45,3,Winter
